category_id,category_key,entity,expense_type,category_label,is_uncategorised,transaction_rows,transaction_value
724,734b51b1395c3006b182bba9a80b666cb49112265d7d52254f59ef7f7b4f8d78,Ministry of Justice,IA - SOFTWARE LICENCES - COST - ADDITIONS,Ministry of Justice — IA - SOFTWARE LICENCES - COST - ADDITIONS,false,1,99195.41
751,768476c13e0af1588aa6409467ad60a08ef8c8a2a3681978241a15ff4ef9f986,City of York Council,Direct Payment Support,City of York Council — Direct Payment Support,false,4,160
758,76fbaaf916e089149840489b57f3add1e6aba71e828ac96d311ab72ea3448a2b,Bristol City Council,Water Services - Metered,Bristol City Council — Water Services - Metered,false,3,1459.8
784,7ac3892e563a747ebd2942ab74f30ba3f28a2587da3c184e377d03d501d419d2,City of York Council,Private Contractors,City of York Council — Private Contractors,false,78,2582133.53
794,7c1921b1af0d6fa905d4fe18bf4f1f50308409c11b98b75111a50484ac10c18a,Bristol City Council,TPP – Supported Accommodation,Bristol City Council — TPP – Supported Accommodation,false,5511,7596931.95
815,7fdd733fe8d51a800faf4b37ab7e0e76bfdbe7c80ff3bf7bda64e5d97c3ac02d,City of York Council,Government Departments,City of York Council — Government Departments,false,2,926007
817,80225f3c358b2ea0fe09832c8774ca2c8fe0a9164b1ff21e1660baabedb8921b,Ministry of Justice,EXP - RENTALS UNDER NON-PFI OPERATING LEASES - BUILDINGS,Ministry of Justice — EXP - RENTALS UNDER NON-PFI OPERATING LEASES - BUILDINGS,false,11,20853792.58
840,848fe4b29d7d25ad369764f6ab62d6dba03a44de4d159662ce75b027cacc9106,Department for Transport,Graphic Print,Department for Transport — Graphic Print,false,1,31480
851,860d550a5b00ca8243c48445922c3cb08f03a50084f410d1b1a0328b1a14a635,Department for Transport,Infrastructure Maintenance,Department for Transport — Infrastructure Maintenance,false,2,279983
903,8d15ccfcddd1c294d8cfee5b47c6147c3127db565b14395f4e75373ba020a6bb,HM Revenue and Customs,VOA,HM Revenue and Customs — VOA,false,13,8441667
961,9960089d14302cc6315bdada4cf3845ac57f8f7f2f20648bd2d548a608ccd2e3,Department for Transport,External Audit,Department for Transport — External Audit,false,3,391000
1040,a5390db3cdf35ddafb25b1f3980b2ce650ea4a0d949168a0a022e7a28395cf00,City of York Council,Vehicle Licences,City of York Council — Vehicle Licences,false,37,96451.25
1056,a7541028420d21d45d54815b40bc3b0b8978c2dcff4433f4be6b55b97912228f,Department for Transport,Engineering Services / Civil,Department for Transport — Engineering Services / Civil,false,3,3251325.2
1064,a8640e74cae0119235d34dfec7e76350d57e130fb5bf25c26a29ec3bee8dd7c8,HM Revenue and Customs,Internet advertising,HM Revenue and Customs — Internet advertising,false,1,26590.8
1082,abaa1f0b11dbf5aa37d136e421ab6539783a246d56f2efde019eab0624a2cf98,HM Revenue and Customs,Paper surveys,HM Revenue and Customs — Paper surveys,false,4,162284.42
1095,ad162afb4412c85be78e7a1f0788a3b871dcd724a37706b3c05847433db81afc,Department for Transport,Solicitors Fees,Department for Transport — Solicitors Fees,false,12,1116830.63
1109,b062527b45d86492f0dbeef6ea9e4e65a52c14c9b2b9a975853a715a80319776,City of York Council,Land Purchase,City of York Council — Land Purchase,false,10,2741154.1
1180,baa4e0e5e3605d2a900330419a5f7005ab27495ed8a47a827ba9391831b7fd46,Ministry of Justice,EXP - PURCHASE OF GOODS/SERVICES - IT MANAGEMENT AND CHANGE - Exit Management,Ministry of Justice — EXP - PURCHASE OF GOODS/SERVICES - IT MANAGEMENT AND CHANGE - Exit Management,false,41,5398438.66
1226,c1fbf96dc3dd682687d83897b2a9443b8390177a3d202188188183a4cd682795,Department for Transport,It Services,Department for Transport — It Services,false,1,30812.16
1277,c99a344f8cc2c0443b447b329427baae4338f3ea17277cba83ee0f23701a19c8,Bristol City Council,Insurance - General,Bristol City Council — Insurance - General,false,22,568372.8
1329,d228eda79f052fbb553824c6aaea83f919055a5e4e631b63c5c539b661cd9d73,City of York Council,Medical Fees,City of York Council — Medical Fees,false,128,86114.81
1340,d3252dadb810c34428dff01a34cc40ed95818a489c43a96767e93cab02978555,HM Revenue and Customs,Training and tuition,HM Revenue and Customs — Training and tuition,false,20,1943834.3
1478,e888543caaefcc1360fbbdc10d49d0738f50430d7fec0c05784ec67bf0c43ecc,City of York Council,Printing,City of York Council — Printing,false,188,541838.74
1483,e95e650a095e6468c78447be643758432791bcc55bc8274eac7e04ca644b450a,Department for Transport,Railway Pension Scheme - Ee,Department for Transport — Railway Pension Scheme - Ee,false,2,99981.19
1526,f084797af57f442533a41b0f728d0150c9ca318d4cd7a146c9ce56874b27d4a8,Department for Transport,Expert Witnesses,Department for Transport — Expert Witnesses,false,3,84832.44
1564,f5b936d5abf2e23c7d80c177f02bd6b5a9887104bc2c5c0629f221a52e067284,City of York Council,National Insurance (APTC),City of York Council — National Insurance (APTC),false,2,50552.41
1623,fd5a673b686b8ff9f06db8b1764ed6584e4a54ccd39840b159ac0e3ddc032df8,Department for Transport,Development Partners (DP),Department for Transport — Development Partners (DP),false,14,2528002.71
1631,fedc507bb1081bc8e2ada2c98fcc583f2b973300b5994baac52992086fafc083,Department for Transport,Cap Grt Loc Auth,Department for Transport — Cap Grt Loc Auth,false,1534,3686195898.38
70,0c593c065ac37bd17f26c146417d430891f622c4a2200e41f2a0885c4c0e8429,City of York Council,Added Years Payments,City of York Council — Added Years Payments,false,2,445717.31
120,13d9869d42fd51ab96812ec8c369902343df186c63882d11f5a431e284f49c2b,Department for Transport,TOCPerfMgmtFee(Pub),Department for Transport — TOCPerfMgmtFee(Pub),false,43,180202524.41
205,2111914abab328fe6046cfd1a6f8cb9284c5d1b5b7d76dbf1832ae5ab178f9e8,Department for Transport,Medals,Department for Transport — Medals,false,2,282487.26
216,23ad3ac69eb6fd6870f0dfaf798e1211006245017562df99192c90685d88517a,Bristol City Council,TPP - Placement Foster Care Agency,Bristol City Council — TPP - Placement Foster Care Agency,false,4108,28587121.61
240,2841c06b94b59ee36c9db310653fd2ed684484a412c2c9355e4002edb2ac2dc9,Department for Transport,Utilities,Department for Transport — Utilities,false,1,203662.33
342,368e20b80d26780bd4e4c870d6ee1b1bace2191a90f5e81a2cd0d929724f296a,Department for Transport,Buildings (Owned) - Cost - Additions,Department for Transport — Buildings (Owned) - Cost - Additions,false,1,54151.68
386,3cb441929c015868504a301a934dde463e3028899f162bccef8ce9b47b641455,Manchester City Council,Prof Qualifications,Manchester City Council — Prof Qualifications,false,3,4553.32
387,3dd0b1f07dc318dd5ffedc2ec7a4a9359b06aefd4708fca8de80f5c127ab9e18,Department for Transport,Civil Hydrographic Work,Department for Transport — Civil Hydrographic Work,false,54,5152938.59
423,4367cc144cd2150711c46606eb275360f50d5ff7fb7abc17be2fa0796a62e2bb,Manchester City Council,PPM Consequential FM,Manchester City Council — PPM Consequential FM,false,25,774328.26
470,4cd618bcdd37874768fa5c6ede19cb337e78659e1fcce70ac5bd55a51df3edda,Department for Transport,INDIA SALES TAX,Department for Transport — INDIA SALES TAX,false,1,27917.56
484,4e91f8fae4bd419265631d40fa03679d3ceddf84fe5e9826c75bb5b733ff10c0,City of York Council,Other Recycling Disposal,City of York Council — Other Recycling Disposal,false,444,994195.5
712,71441d44af0a663e42decdf3397239b07d1987adff5e0a11c3876602f6dd4dcd,HM Revenue and Customs,Physical Hosting and Infrastructure,HM Revenue and Customs — Physical Hosting and Infrastructure,false,249,60385421.92
777,7a378baca831f0635c37a24242a2fcc83581e90942c605afae1fab9adc81d553,City of York Council,Compensation,City of York Council — Compensation,false,1,60650.67
799,7d5f4d0a3736dbce2e99c2de84b7ef9e354e203fafbfb6614039e9a50c69f49f,Bristol City Council,Short Term Creditors - Government,Bristol City Council — Short Term Creditors - Government,false,1,8491737.11
813,7fb2c728bf39b63d5bc0b3b7ad17a250ecb1c8572910e8d86608f5218e46f6aa,Bristol City Council,TPP - B&B payments to landlords,Bristol City Council — TPP - B&B payments to landlords,false,4687,19564865.91
814,7fc111c31f95720c7c0e7ff537e2c4c19d8c40566bd67e46c1ddfae92352b20d,City of York Council,Nursing Care,City of York Council — Nursing Care,false,4069,21781129.62
879,8a32b47adb915dfb25a1b39ffe8cedc464870581c0b41dbf9cf9028c148bed63,City of York Council,Reimbursements To Schools,City of York Council — Reimbursements To Schools,false,17,118125.8
888,8b5e58280255f9ab15825caa3587a48fbb81086ac3f96bc4035868d1c1ea3483,City of York Council,Staff Conference Expenses,City of York Council — Staff Conference Expenses,false,16,11307.71
957,98ae3ee8ff4591ab7f09ade0724f13acb545b464c4709b7202c6363c4ed3046a,Department for Transport,Curr Grt Other CG Bo,Department for Transport — Curr Grt Other CG Bo,false,22,5081808.67
1015,a20cd3f05718ef9337bd5a3a4491af89f2ef39cd699338ad130eb29eb66ce7a6,Bristol City Council,Photocopier Charges - Consumables,Bristol City Council — Photocopier Charges - Consumables,false,1,516.19
1036,a4e1e072dae2f887d72786fdfcd56b4c2a125f900bea2b90e1c397d2ff60f4b1,City of York Council,Fly Tipping,City of York Council — Fly Tipping,false,4,2740
1063,a83042685c37ae8277fa5e5f5f8b213fc31099eafb3650fc7c047733c39f8975,City of York Council,Land Registry Fees,City of York Council — Land Registry Fees,false,227,41054
1104,af1ec9382165bf64dadb6a8fdf765434e3f7f94c647db883028d73e60a34e54d,Department for Transport,"Admin building refurbishment, maintenance, repairs, inspections and advice","Department for Transport — Admin building refurbishment, maintenance, repairs, inspections and advice",false,6,425080.94
1125,b379570782717c13647e3a7f31438c00c8aba6f299364bf9c8e634ce6080a600,Department for Transport,Programme and Project Management Consultancy,Department for Transport — Programme and Project Management Consultancy,false,1,25787.16
1246,c550cae311b3aa7a3113a5fd132a6d591a525443dec0b77b6f1ae054f79568c6,HM Revenue and Customs,EU supply - Rec. VAT,HM Revenue and Customs — EU supply - Rec. VAT,false,12,1567337.08
1294,cc5e9a02d7279c1c77fd5b8d9e3df00c12cc0899bedba881b91c4313ded9e9c9,Department for Transport,Cap Research-CG,Department for Transport — Cap Research-CG,false,5,28637180.76
1322,d1b49c57fe34bee3f3eb85af56a8b448f4e80449f4d40a2ddb79ec260b2cbfb8,Bristol City Council,Internal Trading Recharge - Accountancy,Bristol City Council — Internal Trading Recharge - Accountancy,false,21,-1050
1362,d711ac523fc585c373ed3db37037277c73e023e7f4d255f0767d02e9c4ca6a53,Manchester City Council,Pay School Budget,Manchester City Council — Pay School Budget,false,98,554019.85
1365,d749b612174bcdd489bc5418079ffb5106b1e3f6436bfb5a0f58d9863e82cf4f,Department for Transport,CARS FUEL,Department for Transport — CARS FUEL,false,10,366687.15
1399,dc99d18923cbaaab157ee1e4e712e6b5ce91393db139fe77192adab730dde0e0,Department for Transport,Office Utilities,Department for Transport — Office Utilities,false,6,461216
1432,e2ec2a27f8ada9ef091d1c467d9dc7d8323ad393aa81dfab71b6cac8d19582d3,Manchester City Council,Childminding Fee Pay,Manchester City Council — Childminding Fee Pay,false,27,23536.95
1482,e95e20fd59828e68d9d284ce5f8c65b4b90e025dbce15f7627fe4d31919d91f4,Bristol City Council,Internal Professional Fees,Bristol City Council — Internal Professional Fees,false,23,5505080.29
1582,f7877e0770ac1133e8feb407d5da27f904d86e5b2655c7d418363e69e018b851,Manchester City Council,Pension Contri LGPS,Manchester City Council — Pension Contri LGPS,false,1,12019.93
1611,fbeb9a336d2d9d1fabe5d9da17a722d3d3e90e9491c140a1c7b26faed53df9b2,Department for Transport,TRAINING,Department for Transport — TRAINING,false,16,838632.23
47,091395a7d91e944924c2d5c288d324521adc9969c41b0a028ce4a3aa2e76d1e3,City of York Council,Architects Fees,City of York Council — Architects Fees,false,15,223432
58,0b1ede1a9d62d0da0ec9a7b2c2470a39fd878c8ab699e5b1688829c04d989b5b,Bristol City Council,Long Term Debtors - Capital loans,Bristol City Council — Long Term Debtors - Capital loans,false,1,200000
155,1a9e9a37d6ddff409d2bd5719c687c465cd395a7ceb55cc7ea44427c648a8494,Department for Transport,AGENCY STAFF COSTS,Department for Transport — AGENCY STAFF COSTS,false,47,1796461.06
162,1b8f77bfaf60bcc2daa7a96e7e02a729f070881c0760f1962a426ddde732601e,Ministry of Justice,CA - OTHER RECEIVABLES - PURCHASING CARD CONTROL ACCOUNT,Ministry of Justice — CA - OTHER RECEIVABLES - PURCHASING CARD CONTROL ACCOUNT,false,13,866501.21
186,1f135f4af00d4db5a8304d04bf007f24c05586f9802f29ec3eb8cb870a4fac57,Department for Transport,Estate Agent Fees,Department for Transport — Estate Agent Fees,false,2,90575.29
210,21e7427fed1c3cd91a01cc702a303a9da3372dd66f89c4f4844beb3612fa6537,Bristol City Council,Services - External Legal Fees,Bristol City Council — Services - External Legal Fees,false,724,1360392.37
215,2392b35b438d1513c15214ba3f3b060654378ecb28293b215b1515f0eb7282b3,Department for Transport,Payroll - Life Insurance,Department for Transport — Payroll - Life Insurance,false,3,600432.94
225,2569476c4f8fd87b52f122f7d8c6b8e5e1e18edd9eea0884b426f6a19c074c4d,Manchester City Council,CRB Fees,Manchester City Council — CRB Fees,false,39,306885.5
229,25d3a38fb38882870474a20032d029164d3dd96dd10fc82940f89ff1f3bd4db6,Department for Transport,FURNITURE & FITTINGS,Department for Transport — FURNITURE & FITTINGS,false,3,691809.2
261,2b4432ad88919a6121239bc558fd2873ed4b8c11e05b9c421636dd7cd689f769,City of York Council,Other Establishments,City of York Council — Other Establishments,false,270,980849.64
276,2d7a52565fc721015467dea06ec11f8ff1d5311349cf28cee86d4bced5db5b3a,Department for Transport,CM - Compounds Maintenance,Department for Transport — CM - Compounds Maintenance,false,28,1775037.92
340,35e614a875697e1f3c148cfabb5248a3bf80370aa2a9e6474122f89fa1f0456d,Department for Transport,Insurance - Non buildings,Department for Transport — Insurance - Non buildings,false,3,326537
410,41d9830045e546f6b088bf21332b30ece746463ddb88e1dcecc213e0d61285d4,Manchester City Council,PNOR-Holidays,Manchester City Council — PNOR-Holidays,false,332,286816.5
489,4f3d793e32f6a4d047f78023f3641160ae5918a5e5d844dcbbc1f199e47f8fdc,Department for Transport,Software Licences (Expensed),Department for Transport — Software Licences (Expensed),false,7,437455.25
556,5914ffa8cd630b100cf695754822be8ae6d1f7be6c49c76832f1795cbbf820bf,HM Revenue and Customs,SW Lic Sup mngd Serv,HM Revenue and Customs — SW Lic Sup mngd Serv,false,103,29686323.48
620,64678ce7d104b494d99680c5b94bcb6ed6d9210ab10ccee9f74b6b488bd06687,Ministry of Justice,EXP - PURCHASE OF GOODS/SERVICES - OTHER - Medical,Ministry of Justice — EXP - PURCHASE OF GOODS/SERVICES - OTHER - Medical,false,1,34020
643,67b067b373948ab118c7630abf58de714ea457172aa6083e66080e52ea7a86cd,HM Revenue and Customs,Govt dept services,HM Revenue and Customs — Govt dept services,false,67,6361563.96
697,6ee8cabdec18ddbd47587d948f2f1d70ad2d90db4f5e0e59232e6ee17f5aa442,HM Revenue and Customs,Virtual Hosting and Infrastructure,HM Revenue and Customs — Virtual Hosting and Infrastructure,false,147,92830104.78
705,70570499d4c8452c4cefaa349b9de988fe1ead2adc79a187e8875b1512eab8d4,City of York Council,Staff Air Travel,City of York Council — Staff Air Travel,false,3,1184.96
716,718ff3dc38773078b4112090696d300a6d17c75effea781b7bdfc95f01fdd488,Department for Transport,TESTING/TRAINING- CAR HIRE VEHICLE,Department for Transport — TESTING/TRAINING- CAR HIRE VEHICLE,false,15,3622999.83
755,76b7f8d781e7d92a62dc77bdc241fbbedeb4d03956afd7edceef7b098aa5bd55,Manchester City Council,ICT Hardware,Manchester City Council — ICT Hardware,false,9,28326.56
775,79d173b54cb7ef5e125f9875bdece02669a5b282bf5c1d3fc0142cd4b8b3f08e,Bristol City Council,Internal Trading Charges – Capital Professional Fees,Bristol City Council — Internal Trading Charges – Capital Professional Fees,false,8,368514.28
823,81599932c9a754624818966bb0cd3226ca44afbea941ed760d28aafe9cfa80bf,HM Revenue and Customs,Camera lens cleaners,HM Revenue and Customs — Camera lens cleaners,false,1,237.6
990,9e4bdddd69db046eb25a7c64ca2d1ad8ce869eb0400b3185c3030c41ae90d406,Bristol City Council,Public/Civic Functions,Bristol City Council — Public/Civic Functions,false,3,16656.6
1046,a5c070df7703d057b70c85cea16e9549b00d7ffa90eb53154d4895872a142408,Department for Transport,Purchasing Card Char,Department for Transport — Purchasing Card Char,false,40,18449499.95
1066,a8c2e938318dc8cb6133e5e5a2a3ebb10a6cf8a685e7e54ca9abff80d79a77f7,HM Revenue and Customs,Utility Payments - water,HM Revenue and Customs — Utility Payments - water,false,14,451401.43
1216,c01147652542b3842a4f392a9be131495b9982351edbefe6250fcad7c7e2e1b2,Department for Transport,SOFTWARE DEVELOPMENT CAPITAL,Department for Transport — SOFTWARE DEVELOPMENT CAPITAL,false,3,150000
1223,c13ca1ee5f9972a62da69f572b7cbc8e2d5e024b709c29fe8395eab6d1d74c8e,Bristol City Council,Biomass,Bristol City Council — Biomass,false,15,39704.23
1360,d68a8e19a89a34dbac0fbdcdffaaa366e2f2f91038cc1e628eb18f58977de85f,Bristol City Council,"Conversion, Renovation & Improvement","Bristol City Council — Conversion, Renovation & Improvement",false,5435,73036701.25
1383,da925a6e31fd618a389a86034563d752e47f657003e6e06c892b967bce0448c6,Manchester City Council,Heat Management,Manchester City Council — Heat Management,false,5,3651.23
1416,dffa2759c3441988a74702cab8feeee4c6859f66b96d4053e72d07f1f1d079e6,Department for Transport,Rolling Stock Maintenance Charge,Department for Transport — Rolling Stock Maintenance Charge,false,16,754568.17
1514,ee8a52c52018b782d405acebda5aec4467e3591c4eab3beb0066fed6d1aba206,Department for Transport,Payment to Other Govt Depts,Department for Transport — Payment to Other Govt Depts,false,17,2457142.5
1625,fe4f7a2aa3ea3f882a7f191fa9a2f6207a92172f95187acd655a8717ca2b825a,Department for Transport,IT SERVICE RUNNING COSTS,Department for Transport — IT SERVICE RUNNING COSTS,false,156,22494408.98
2,0091fbd65076343586c40bc592cffaa1b9ab353fe0af48c4583dc771f6f8b3b1,Department for Transport,LAND & BUILDING (EXCL DWELLINGS) CAPITAL COST,Department for Transport — LAND & BUILDING (EXCL DWELLINGS) CAPITAL COST,false,24,4095925.64
